Progress,mean_int_reward,total_time,total timesteps,num_episodes,ep_rew_mean,entropy_loss,total_loss,policy_gradient_loss,value_loss,icm_loss
91.75%,0.000458189,1963.983051776886,925696,18310,6452.8810755,0.8758221365511417,0.06650359107535994,0.01232295767078401,0.04538871515160281,0.00879191825297312
92.57%,0.000624058,1981.530068397522,933888,18326,6847.87970334,0.8861614434979856,0.049453621449156764,0.0037291404414467795,0.037442522469791586,0.0082819585379184
93.39%,0.0007094328,1998.9140961170197,942080,18362,2807.1772729999993,0.8678988649509847,0.06675511416262123,0.006561380762938255,0.05182915964815038,0.00836457375153259
94.21%,0.0021310496,2016.9643619060516,950272,18712,68.6861594,0.8666448883712292,0.10003324597350435,0.020902698585673323,0.07042966369263012,0.0087008836952009
95.03%,0.0012201932,2035.0052752494812,958464,18754,1287.9027473799997,0.9038573388941586,0.39281036959484716,-0.008862362233301063,0.3909727136837319,0.01070001814441639
95.85%,0.0007288713,2053.057396888733,966656,18777,2594.4934894599996,0.9304335293360054,0.07528308071179352,0.01334677810502041,0.05293786632355477,0.008998436283218326
96.67%,0.0007066827,2070.7316703796387,974848,18799,3485.54971052,0.9391201261430979,0.07254413319014938,0.009684426744297607,0.05505899520958337,0.007800711236268398
97.48%,0.0006106868,2087.6841127872467,983040,18817,3302.4914476600006,0.9303268453106284,0.05625097967580146,0.008528800536019081,0.040299087218409115,0.007423091921373271
98.3%,0.0007258939,2105.1404991149902,991232,18853,2504.41774836,0.9231132584623992,0.0543428833921179,0.003378113750849395,0.04332674231163765,0.0076380273296308586
99.12%,0.0007093838,2122.9642992019653,999424,18876,2935.28962738,0.9004215140827,0.06605108864662557,0.0065721711182306145,0.051448417330175286,0.00803050019821967
99.94%,0.0006870756,2141.0246810913086,1007616,18898,3420.3074497400003,0.9142450459301472,0.06375385957918783,0.0008195055027639183,0.05456053315538156,0.008373820921042352
