Progress,total timesteps,mean_int_reward,ep_rew_mean,total_time,num_episodes,value_loss,total_loss,entropy_loss,policy_gradient_loss,icm_loss
36.86%,376832,0.001573418,5622.20581386,585.184091091156,11536,0.03730100942157151,0.01383084331476187,0.8530588047578931,0.005024216034586341,0.009598320769146084
37.68%,385024,0.0013359961,6218.63503754,597.887558221817,11544,0.03591604486182405,0.013575473421679174,0.8869159473106265,0.006748940151467564,0.00930897492035001
38.5%,393216,0.0024633539,4999.38925148,610.8871216773987,11571,0.02937898269597099,0.01215509033794041,0.9090382390655577,0.010066099708530514,0.00821058209749026
39.32%,401408,0.0018093784,4739.286427059999,623.1003558635712,11585,0.05224281373084523,0.01612654292994776,0.922567214909941,0.017363442410227477,0.009165917315840488
40.14%,409600,0.0016227328,4436.774788480001,635.5523247718811,11597,0.037199120911100184,0.012411678330885852,0.9480549742467701,0.0032223152315455977,0.008369534716621274
40.96%,417792,0.0017379869,5011.396805279999,648.0922088623047,11612,0.029594539177560365,0.010875142193755577,0.9805277653969824,0.004934131507176543,0.0074222751252818854
41.78%,425984,0.0013960823,5833.469860200001,660.6749286651611,11621,0.034596491041156696,0.010874644938852682,0.9993073117453605,0.004553046123000541,0.006959691222436959
42.6%,434176,0.0014200923,6268.442319219998,675.4353756904602,11631,0.030053922137722112,0.010747948411310415,0.996717288158834,0.0057320325022591325,0.007169352947312291
43.42%,442368,0.0014004021,6477.59538102,688.3940861225128,11644,0.027286127687420957,0.011112895453764057,1.0103223608806728,0.011018102578806326,0.007282472427141329
44.24%,450560,0.0013800305,6803.601676,700.9728498458862,11655,0.03444312764950155,0.010636702048036354,1.0126651536673308,0.004638447826844317,0.006728544500401767
45.06%,458752,0.0014135319,7236.0017095,714.0971138477325,11663,0.029968333317810902,0.01071814819708852,1.0181394862011075,0.007625023650009073,0.006958812500306522
45.88%,466944,0.0013689478,7396.105154180001,726.7130963802338,11673,0.029354970456643058,0.010858389971381664,1.0368552573025227,0.01163412968572127,0.006759479957145232
46.69%,475136,0.001197739,7528.790015099999,739.4320826530457,11682,0.03198823987422657,0.0096846021914135,1.0698029201477766,0.003233508060148556,0.006162427397975989
47.51%,483328,0.0013188899,7603.92355884,752.1448676586151,11693,0.0281933724710143,0.009588300876791795,1.0878873340785504,0.009176689549689348,0.00585129467472143
48.33%,491520,0.0011729097,7899.99564534,765.118114233017,11703,0.026764086558796408,0.009528008192114166,1.1011629048734903,0.008841170767068501,0.005967482459527673
49.15%,499712,0.0014808088,6831.437845900001,777.5471155643463,11719,0.028303682464775194,0.009926750330532683,1.104707215167582,0.013468635213575325,0.005749518562697631
49.97%,507904,0.0011329214,6630.461281160001,790.7203752994537,11729,0.018903211033830303,0.008166428822561883,1.1267311269417406,0.005564039473136824,0.00571970377186517
50.79%,516096,0.0010443702,6858.80972748,803.5520300865173,11738,0.02940535846437342,0.008922245110120988,1.1205163588747382,0.007598226527948842,0.00522188661088876
51.61%,524288,0.0009970211,7109.583345079999,816.0667686462402,11747,0.02997208312708608,0.00959240401654865,1.0962521785870194,0.010898096281657197,0.005505386075674324
52.43%,532480,0.0011915384,6749.96122524,828.8883817195892,11761,0.029621678782496018,0.009330336542834217,1.086385585181415,0.007015334669172679,0.005666635197667347
53.25%,540672,0.0013677355,6025.7709503999995,841.958370923996,11780,0.030911851915425358,0.010219257575580034,1.0670651698485016,0.01109499947668358,0.00601857243636914
54.07%,548864,0.0009937436,5897.39461278,855.2887480258942,11790,0.03213110224542106,0.009895749316727598,1.0770349325612187,0.004424155923410589,0.006240223499844433
54.89%,557056,0.0010081839,5715.9655131399995,868.2082121372223,11800,0.029051379310567428,0.01030232558833843,1.1097709136083722,0.014510332634220708,0.005946154393859615
55.71%,565248,0.0009337091,6072.24185144,881.0154087543488,11811,0.03031660778078731,0.00873418500106041,1.1372423408553005,0.0034176134035320293,0.005360762882628478
56.52%,573440,0.000837201,6686.083245400001,893.7738652229309,11821,0.03028546892041959,0.008685234949207577,1.1498570345342158,0.005433898849835058,0.005113298172182113
57.34%,581632,0.0009160557,7309.6211555,906.7447845935822,11829,0.03440449171785076,0.009563208914800659,1.1469276200979948,0.011414605123031163,0.004981299230712466
58.16%,589824,0.0009121255,7903.07037062,919.9690568447113,11838,0.025034716449317783,0.008528322963672475,1.1455933682620525,0.008143367767633788,0.005210514541977318
58.98%,598016,0.0008932872,7953.175930820001,932.444403886795,11849,0.027775545944086842,0.008703761676179644,1.148233329318464,0.007550284905079448,0.0051711785912630145
59.8%,606208,0.0008715265,7960.40326342,945.7690651416779,11859,0.03555137803250545,0.009603296895945128,1.145110577531159,0.008794781577824654,0.0051686809349121175
60.62%,614400,0.0008501378,8009.1475392,958.6486351490021,11867,0.031186390533548547,0.008879406475977233,1.1496561972424388,0.006239222996432375,0.005136845122979139
61.44%,622592,0.0009137415,7792.015051640001,971.4190776348114,11879,0.029462630868920314,0.009556932777621811,1.1431466963142156,0.014098421784581353,0.005200827512271644
62.26%,630784,0.0010081315,6757.228051779999,984.2767863273621,11895,0.03675996242586734,0.009780191469783196,1.1491358965635299,0.008229445541631044,0.005281250673033355
63.08%,638976,0.000864302,6607.5481113800015,997.0014297962189,11905,0.04334055305535003,0.010548641519866448,1.1559355670586229,0.009285523602319308,0.005286033854099514
63.9%,647168,0.0007197492,6423.761165400001,1009.8554399013519,11915,0.029018680967556065,0.008307154790919003,1.1535790722817183,0.005102189698805425,0.004895067724282854
64.72%,655360,0.0007025786,6800.74061144,1022.3876197338104,11924,0.033641429730096206,0.009109199050526384,1.1515616331249476,0.00793126169860313,0.004951929907656449
65.54%,663552,0.0010333995,5946.13393626,1036.1727089881897,11942,0.03188539717302774,0.009666011872267802,1.1438987283036113,0.01431670430410407,0.005045801724554622
66.36%,671744,0.0007100549,6393.5546404000015,1048.71075797081,11952,0.02337296036148473,0.008278872871909704,1.1400347976014018,0.005477806633680364,0.0053937961723931945
67.17%,679936,0.0006929686,6401.973270840001,1061.5870089530945,11962,0.03359311913454803,0.008970266226434934,1.1468433737754822,0.005973895819275199,0.005013564731052611
67.99%,688128,0.0006867625,6344.840647179999,1074.3096115589142,11972,0.03427995250749518,0.009103643377066626,1.1683622924610972,0.0052583310011934895,0.005149815026197757
68.81%,696320,0.0008282365,6385.876341839999,1086.8396320343018,11988,0.03511172611265465,0.009174084469355475,1.1809091916307808,0.008802741449840676,0.004782637713105942
69.63%,704512,0.0007379137,6586.894148,1099.4690885543823,11999,0.0435407969111111,0.009753598200650512,1.1950047126039862,0.004457364915927507,0.0049537820179466506
70.45%,712704,0.0007345054,6260.218344659999,1112.1796190738678,12012,0.027652707540619305,0.00785054564320806,1.2137264173477889,0.006112562394750776,0.004474018649671052
71.27%,720896,0.0007832405,5794.250172079999,1124.704581975937,12024,0.03635361171018303,0.00977162405066466,1.2475669868290424,0.01603086016131247,0.004533176863515109
72.09%,729088,0.0007473146,5997.11846898,1137.473299741745,12038,0.029482469288723223,0.007516854816722683,1.2677578762173654,0.004192928971320933,0.004149314990718267
72.91%,737280,0.0006798263,6077.09812306,1149.9948737621307,12049,0.04124288577277184,0.009321287820953057,1.2903650019317865,0.010211931539422037,0.004175806089733669
73.73%,745472,0.0007098763,5957.165452460001,1162.7261431217194,12062,0.03883203680252336,0.008481873350341016,1.2916865579783916,0.008077913149130145,0.003790878355175664
74.55%,753664,0.0006837996,5837.276546960001,1175.5493030548096,12077,0.03904204078080511,0.008637299294844273,1.2894246960058808,0.007805338729692487,0.003952561343794514
75.37%,761856,0.0005633967,6291.707810959999,1188.1348059177399,12086,0.04993914315364236,0.009936581385681015,1.311764658242464,0.009544966835518007,0.003988170386764978
76.19%,770048,0.0005210476,6835.726485919999,1200.923928976059,12095,0.031013179525098168,0.007389373408177961,1.3222361410036683,0.007474894757755821,0.0035405659798925628
77.0%,778240,0.0005405625,7009.892961419999,1214.779076576233,12105,0.03327850836162725,0.008203401489133583,1.3275913329795004,0.011936197528051062,0.003681930900165753
77.82%,786432,0.0004817781,7348.5742962,1227.5544276237488,12113,0.03318203307485419,0.0080041792558526,1.3486000570468604,0.011490267508710402,0.003536949197496142
78.64%,794624,0.0004486804,7863.0353645800005,1240.156968832016,12121,0.030591581509725074,0.007530421940633786,1.365537475887686,0.010618726532687634,0.0034093911363925144
79.46%,802816,0.0004492233,8621.42480884,1252.7734456062317,12129,0.03257405637168631,0.0073422667759893995,1.3616390882059932,0.00834266474688545,0.0032505946641322226
80.28%,811008,0.0004927484,8757.10667124,1265.554449081421,12137,0.03240559232147007,0.0072172076244953216,1.3486137378960847,0.006438058716991777,0.0033328425206491374
81.1%,819200,0.0005327712,8815.538838519999,1278.2554564476013,12146,0.032798023952409494,0.007793022561434784,1.3292662511579691,0.010108139570031682,0.003502406209190667
81.92%,827392,0.0007296921,8457.1346746,1291.128348827362,12160,0.035954402120660235,0.007769278755589516,1.3090418063104152,0.00466995494811021,0.0037068430487124716
82.74%,835584,0.0007205723,7328.955342260001,1303.8196036815643,12174,0.043995679989802736,0.009817356567239671,1.2922466922551394,0.014428165184955058,0.003974972049763892
83.56%,843776,0.0008667023,5703.497588279999,1316.2460539340973,12191,0.03528740675183144,0.007890003108103555,1.301802640594542,0.005270806914073908,0.003834181741513021
84.38%,851968,0.0006902525,5555.28168488,1328.961007118225,12201,0.034218790134400476,0.008362514548537309,1.2992794193327426,0.01035664895828392,0.0039049706392688677
85.2%,860160,0.0006163884,6000.09099986,1341.3892738819122,12212,0.026191610032492464,0.00698350608527096,1.2902522852644325,0.005122361205484366,0.0038521089614732772
86.02%,868352,0.0006482763,6446.69716742,1354.0178852081299,12221,0.03738898573910774,0.008181839079487944,1.3061807919293642,0.005245539479793271,0.003918386557597841
86.84%,876544,0.0006543024,6710.365884700001,1366.904777765274,12229,0.02988420465831041,0.0073760605940548065,1.3179648315533996,0.006432257009497415,0.003744414427274023
87.65%,884736,0.0005547255,7552.9367323,1379.9364767074585,12239,0.025157530236811,0.006900009275524549,1.3167335664853455,0.007206969901303597,0.00366355926171309
88.47%,892928,0.0005400669,7966.20249424,1393.3844151496887,12248,0.03680964033515011,0.008112351361110718,1.316302546672523,0.00874170136895094,0.003557217190700612
89.29%,901120,0.0005875574,7862.55559738,1406.392634153366,12259,0.03637375295033962,0.008066365537262418,1.3200385166332125,0.008149851601380117,0.0036140050820904434
90.11%,909312,0.0006809929,7349.150041580001,1419.1700637340546,12273,0.03482230959498338,0.007956743752892431,1.3222485821694137,0.009244226349158228,0.0035500901584782697
90.93%,917504,0.0005736801,6641.8492538400005,1432.1863560676575,12287,0.03517881963998661,0.008017666277399658,1.316133684106171,0.008067820420077993,0.0036930022713931978
91.75%,925696,0.0005209691,5986.84819494,1444.9660596847534,12299,0.04059306855033355,0.008423798881133822,1.3202656948938967,0.007237901162016858,0.00364070190989878
92.57%,933888,0.0004394877,6334.032343679999,1457.8875439167023,12308,0.03475856857057806,0.007778948289119523,1.3460245126858355,0.007979848081369142,0.003505106623924803
93.39%,942080,0.0004584029,6654.964992880001,1470.6171860694885,12316,0.03384959535840153,0.00755600355404791,1.3470821676775813,0.00850998848077288,0.0033200451701304702
94.21%,950272,0.0004375531,7042.13247778,1483.3926153182983,12326,0.03113744695256173,0.007271670943874403,1.3426469379104673,0.0069787893134233645,0.003460047317275894
95.03%,958464,0.0004395661,7603.93051906,1496.1538944244385,12334,0.036664277497538936,0.008183087216562343,1.358898573089391,0.009878304447378826,0.0035288290220705674
95.85%,966656,0.0004959146,7975.641823679999,1509.0224030017853,12346,0.035495082683883086,0.007210103265484763,1.365940280072391,0.005055841723207821,0.0031550108247756724
96.67%,974848,0.0004302692,8147.4693273,1521.2612884044647,12355,0.038304654648436555,0.007889224160643356,1.3582305748946966,0.00645784075339839,0.0034129746204598632
97.48%,983040,0.0004052109,8219.08886652,1533.9368193149567,12363,0.03315994059753393,0.007362847985167939,1.365361711755395,0.007488711275111584,0.003297982797903387
98.3%,991232,0.000437067,8226.41334576,1547.023942232132,12373,0.03397916429150882,0.007369004308142313,1.3805023176595568,0.006883724596913543,0.003282715419300075
99.12%,999424,0.0004214105,8393.379200439998,1559.5020489692688,12381,0.03736328825207238,0.00762976898424286,1.395446594338864,0.00787350661821352,0.0031060894972142704
99.94%,1007616,0.000418783,8652.4726218,1573.259851694107,12389,0.03573989853557578,0.007205565391687138,1.4194381439127028,0.006004528243650715,0.003031122713764489
