total timesteps,mean_int_reward,num_episodes,Progress,ep_rew_mean,total_time,entropy_loss,total_loss,policy_gradient_loss,value_loss,icm_loss
131072,0.0055954519,5710,12.29%,446.54,228.85070753097534,-0.5397168019786477,0.20171498543974717,-0.006807466042238483,0.05978471097696456,0.14873774050502106
139264,0.004831911,5718,13.11%,573.0,243.47454023361206,-0.5144189487211406,0.2232973795025935,-0.0009925979940709955,0.08817250816064189,0.13611746933602262
147456,0.0050783394,5727,13.93%,687.88,258.13793563842773,-0.48399601550772786,0.21029938234263987,-0.001011607770812258,0.08031998187016143,0.1309910082432907
155648,0.0053726231,5736,14.75%,820.66,273.2403814792633,-0.471733234054409,0.19724436090946149,0.0003349794588746728,0.0733917334596299,0.12351764799095691
163840,0.0045028189,5744,15.56%,942.38,289.4245111942291,-0.4886062482371926,0.19696081506297672,-4.8593623904506875e-05,0.07617805950330876,0.12083134918357245
172032,0.005239421,5754,16.38%,933.42,304.00690388679504,-0.48768804972060026,0.18976465188124494,0.0013522952242907332,0.06300874078388005,0.12540361587307416
180224,0.00480809,5764,17.2%,902.44,318.6506378650665,-0.4762410138733685,0.17357361180600997,8.128007556076375e-05,0.049218590357122595,0.12427374137332663
188416,0.0037187331,5773,18.02%,902.44,333.8721401691437,-0.45261348695494236,0.1583726802901047,-0.0014014799455971366,0.03637605968588105,0.12339810054982081
196608,0.0032595987,5781,18.84%,914.22,350.08890748023987,-0.4442369373748079,0.17352106594495345,0.000851702608099365,0.059557518995234204,0.11311184434161987
204800,0.0034349834,5789,19.66%,914.22,365.38530135154724,-0.44633121965453026,0.15913654109221523,2.6208239745648674e-05,0.04741990830680152,0.11169042454566806
212992,0.0038100278,5797,20.48%,924.48,380.3848488330841,-0.45547977450769395,0.16772301096231673,0.0008040671924561437,0.049584585212733144,0.11733435855712741
221184,0.0030941287,5805,21.3%,954.58,395.2566268444061,-0.45237487244885416,0.1653291974442813,-2.5064685622566543e-05,0.04500286507004603,0.12035139705985784
229376,0.0035805446,5813,22.12%,1000.0,411.1220202445984,-0.4381649801041931,0.16136194984023045,0.00017886469912904417,0.04332205852247171,0.1178610266186297
237568,0.0035334026,5821,22.94%,1000.0,426.2589259147644,-0.4306160516105592,0.1573791186507285,-6.347317206315778e-05,0.04378831966346297,0.11365427215932869
245760,0.0029449386,5830,23.76%,986.12,441.2422776222229,-0.41629264915827663,0.15057806774010501,0.0005906648352153322,0.04113207691430034,0.10885532599058934
253952,0.0034758685,5839,24.58%,977.72,457.38462829589844,-0.4159947871463373,0.14735934872265055,-8.006117900302617e-05,0.04036797878370635,0.10707143111794722
262144,0.0035674285,5848,25.4%,963.04,473.0253846645355,-0.42128678956069054,0.15431238527741403,0.0004076997341751241,0.044526689571648605,0.10937799597159029
270336,0.0029006509,5856,26.21%,963.04,485.7794568538666,-0.4413164074532688,0.15459626665632312,-0.0008330471131908918,0.04560453253618561,0.1098247812333284
278528,0.0032399468,5864,27.03%,963.04,499.41282534599304,-0.45072108453605325,0.15736395933877384,0.001339642229346722,0.04037859810416648,0.11564571900526062
286720,0.0031249164,5872,27.85%,975.48,512.8576760292053,-0.4406709168339148,0.16144703885551723,0.0008405409392206745,0.040710028831517774,0.1198964690847788
294912,0.0026157208,5880,28.67%,975.48,527.828773021698,-0.42817236522678287,0.15169517285391448,-0.0003178251649326766,0.03902419401166526,0.11298880400718189
303104,0.0028972058,5889,29.49%,969.64,543.2714927196503,-0.42997077882755547,0.15059981323576882,-0.00023575760908738094,0.04050921868524711,0.11032635215960909
311296,0.0034112388,5898,30.31%,984.32,556.7795226573944,-0.4397306988714263,0.16143800703553593,0.00010444087782202827,0.044821374684556756,0.11651219147315714
319488,0.0027735327,5907,31.13%,967.14,569.7520589828491,-0.4400168627500534,0.1597992310827347,-0.00016755593466697308,0.045162241297293806,0.11480454572010786
327680,0.0029217387,5916,31.95%,955.94,584.2873284816742,-0.45528376568108797,0.15987655177484428,-0.0010970635957410504,0.045054593416989516,0.1159190219535958
335872,0.0033073308,5924,32.77%,953.1,599.5504076480865,-0.46166220158338545,0.1654765815851253,0.00012491295796661304,0.04463380328209041,0.12071786534506827
344064,0.0031835106,5933,33.59%,949.42,615.4313819408417,-0.4436231274623424,0.16088485638539343,0.0007776497704179963,0.03911394101223777,0.12099326560273767
352256,0.0028997682,5941,34.41%,963.48,629.8704493045807,-0.4244002166902646,0.15941970985345105,-0.0006658098455358549,0.04487090130460274,0.11521461839438416
360448,0.0027194481,5949,35.23%,963.48,644.7500984668732,-0.404076326591894,0.1553555502369214,0.00027822943059946435,0.040437301985093654,0.11464001882122829
368640,0.0025353744,5957,36.04%,978.78,658.6581077575684,-0.4046921109315008,0.14700580079647876,-0.0003433718974967897,0.04174153806252434,0.10560763463145122
376832,0.0022820799,5965,36.86%,991.42,671.8596801757812,-0.39491723049432037,0.14810521385055053,-0.00024154653930835986,0.03985278958093659,0.10849397080892231
385024,0.002171457,5973,37.68%,994.26,685.2918293476105,-0.37720513800159094,0.14310758900670728,-0.00042743954801286,0.041699100765504225,0.10183592778921594
393216,0.0022788385,5981,38.5%,994.26,698.2333393096924,-0.36959071829915047,0.1380069607355289,-0.002010713195122759,0.04172253059668947,0.09829514333396219
401408,0.0023112676,5989,39.32%,998.12,712.7611441612244,-0.3628427219577134,0.14191976008804832,0.00019410964238376967,0.04371081165293163,0.09801483879273291
409600,0.0034538552,5997,40.14%,993.94,728.0820260047913,-0.3708758004941046,0.14118162565832648,-0.0018654168453636534,0.04345334689548963,0.0995936956082005
417792,0.0024977101,6006,40.96%,995.82,741.1742172241211,-0.37604829724878075,0.14240411978195158,-0.00021768732557386278,0.04023241965292072,0.10238938745460473
425984,0.0036764694,6014,41.78%,994.74,755.433718919754,-0.3824613444507122,0.14940958838707025,-0.0005994995381481739,0.050062821023539074,0.09994626690167933
434176,0.0039898147,6024,42.6%,989.16,768.8418889045715,-0.3791218727827072,0.1469989815011617,-0.001231090736058461,0.040358895926055995,0.10787117631116416
442368,0.002760084,6032,43.42%,981.82,782.7732272148132,-0.38167237481102345,0.15347317707514904,-0.0010483622851539325,0.053027274428768575,0.10149426493153442
450560,0.0024093922,6040,44.24%,981.82,797.6441435813904,-0.3990538339596242,0.14325504468426295,-0.000616695215382999,0.04432588461788782,0.09954585528175812
458752,0.0024294863,6048,45.06%,986.0,813.1026029586792,-0.38539054738357664,0.14908309873968328,-0.0005464656271130487,0.046195827557266964,0.10343373680952936
466944,0.0027004588,6057,45.88%,966.34,829.1931269168854,-0.3475207219831645,0.1425795758822467,-0.0009127276758583528,0.043777873605085914,0.09971442995301913
475136,0.0022582158,6066,46.69%,967.42,844.9885659217834,-0.32167766904458406,0.14282725190870232,-0.00033073655239597075,0.0508657801667141,0.09229220829438418
483328,0.0028689866,6074,47.51%,959.94,860.5019562244415,-0.30205000322312114,0.14089230882872023,-0.00021744591751023936,0.052139514092505126,0.08897024065372534
491520,0.0038320927,6084,48.33%,941.62,876.1486320495605,-0.3043579217046499,0.12698674483235362,-0.002310565121527668,0.04199388552519849,0.08730342442868277
499712,0.0026070864,6092,49.15%,941.62,891.0243422985077,-0.2930964955128729,0.13064918368356992,-0.0011021687945434774,0.04285311875219122,0.08889823372592218
507904,0.0026791529,6100,49.97%,941.62,905.840714931488,-0.29251944459974766,0.12703077871470475,-0.0005134050123998639,0.04512210245079586,0.08242208127630875
516096,0.0025500067,6108,50.79%,961.28,921.3446650505066,-0.2947799554094672,0.12660692824890557,-0.002287003702873859,0.04480592148861433,0.08408801046316512
524288,0.0021530553,6117,51.61%,948.68,936.8701846599579,-0.2890799380838871,0.13318115177594092,-0.0004869769523817852,0.04700433967941535,0.08666378904890734
532480,0.0016655567,6126,52.43%,961.74,952.3390800952911,-0.27990058483555913,0.13543266251584732,-0.00014855776072459143,0.05091618299534275,0.08466503728122916
540672,0.0017558743,6134,53.25%,987.4,966.9109735488892,-0.2658590386621654,0.12913729839170415,-0.001318592287627624,0.049334208795517046,0.08112168188381474
548864,0.0015073848,6142,54.07%,987.4,982.1653847694397,-0.2447434889152646,0.12881496262561262,-0.0001940314151015993,0.046794411439850594,0.08221458260086364
557056,0.0018475961,6150,54.89%,987.4,997.5894424915314,-0.2546682168729603,0.12068642755316472,0.00023007954187089026,0.04618300978131629,0.07427333822997753
565248,0.0023004863,6158,55.71%,987.4,1013.7926604747772,-0.2958163073286414,0.12150276988331432,-0.0028122958486658757,0.04711133117239115,0.07720373455958907
573440,0.0019884827,6166,56.52%,1000.0,1028.019718170166,-0.31578790238127113,0.13518448807289746,-0.0009301458163492949,0.047896663096344126,0.08821797079290264
581632,0.0022370709,6174,57.34%,1000.0,1043.1450884342194,-0.3134777942672372,0.13755126414257024,0.00014525880152991373,0.048555356482688695,0.08885064885835163
589824,0.002252266,6183,58.16%,987.12,1057.637882232666,-0.32419793866574764,0.13242604626111182,-0.0008449804736347351,0.0444118401716878,0.08885918656305876
598016,0.0024562543,6191,58.98%,987.12,1073.4705209732056,-0.32570968857035043,0.1442849809787578,-0.001499991511824944,0.052521909839197176,0.09326306265138555
606208,0.0025930775,6203,59.8%,921.0,1087.8773956298828,-0.31774724973365664,0.13703121162652734,-0.0009347431266172754,0.049036477163008386,0.08892947759013622
614400,0.0021527679,6212,60.62%,909.48,1103.1054027080536,-0.3144333401694894,0.12957730600657333,-0.0017745927002430924,0.04596290394274547,0.08538899476407096
622592,0.0022159945,6220,61.44%,909.48,1117.6298978328705,-0.32024971609935166,0.13729293209577173,-0.0009310781008372855,0.04861327386843186,0.08961073632817715
630784,0.0021018124,6228,62.26%,907.06,1133.1099617481232,-0.31908196602016686,0.13949076263479848,-0.0013692522577885657,0.05040982540585901,0.09045018948672805
638976,0.0017629655,6236,63.08%,911.54,1148.095086812973,-0.31886118799448016,0.14081732271388528,-0.0011978242285274015,0.04884207918175889,0.09317306776065379
647168,0.0018059953,6244,63.9%,911.54,1163.0244884490967,-0.30624947967007754,0.1393374344948696,-0.00032224158136537584,0.052648864524644526,0.08701081155159045
655360,0.0022450158,6252,64.72%,963.36,1181.289005279541,-0.31444038534536956,0.13789398252163115,-0.0006395425996525343,0.05257340327848396,0.0859601218427997
663552,0.0033485613,6262,65.54%,976.98,1197.7706871032715,-0.321103158313781,0.14474534539161785,-0.0016907692944759362,0.053514405070473,0.09292170961562078
671744,0.0041967539,6272,66.36%,966.32,1213.2948846817017,-0.3300019885413349,0.15109182805065702,-1.6155772364604684e-05,0.060570456209097755,0.09053752761392389
679936,0.0031433965,6280,67.17%,955.74,1228.2188730239868,-0.3517035382799804,0.15118834530382674,-0.001631983681254032,0.05835198732206663,0.09446834166301414
688128,0.0067844128,6291,67.99%,874.0,1243.842477798462,-0.3763606290332973,0.1437888830067869,-0.0033392221053099047,0.05104227771025762,0.0960858274018392
696320,0.0041301324,6300,68.81%,866.24,1259.261845111847,-0.3943666291423142,0.1350098818700508,-0.004355599781379135,0.03760785572735585,0.10175762592407409
704512,0.0051151219,6310,69.63%,840.18,1274.4134497642517,-0.393470985814929,0.16260846782660282,-0.0004225093407609293,0.05882386613666313,0.10420711103070061
712704,0.0037983671,6319,70.45%,851.44,1289.12197971344,-0.3852445002645254,0.16228500153177455,-0.0017236757482968692,0.06138200212517404,0.10262667515489739
720896,0.0034264701,6328,71.27%,862.02,1304.4076697826385,-0.3711136310361326,0.16431422899464537,-0.0020542348109657297,0.0643194846094957,0.1020489791961154
729088,0.0040514508,6336,72.09%,905.32,1319.186650276184,-0.3882965509779751,0.1580754331757234,-0.0009830516850016266,0.060591558347368846,0.09846692651335616
737280,0.0032854354,6344,72.91%,943.76,1334.4773733615875,-0.3953936692792922,0.1596609486333168,-0.001067038024777059,0.05766352101600205,0.10306446564209182
745472,0.0030382913,6352,73.73%,949.58,1348.253926038742,-0.4029540727380663,0.16082027055209813,-0.001126740946425211,0.05753948684341594,0.10440752465510741
753664,0.003381601,6360,74.55%,975.64,1363.9426262378693,-0.4014998105354607,0.1585688840914696,-0.0011042663846768657,0.055495676551208815,0.10417747392493766
761856,0.0030434315,6368,75.37%,998.06,1380.26726770401,-0.41540087985340507,0.16208502386342577,-0.0003963649002006922,0.05720033583602344,0.10528105292760301
770048,0.0031266073,6376,76.19%,995.76,1395.365963459015,-0.4283322889357805,0.17146831373339982,-0.0014399014740626708,0.05765180897451501,0.11525640623294749
778240,0.0030250378,6384,77.0%,995.76,1410.496677160263,-0.434150379197672,0.16722194087173195,-0.0008914741208718357,0.05483884305858737,0.11327457193401642
786432,0.0029242424,6395,77.82%,988.38,1424.99453663826,-0.4450188697548583,0.1675391157840295,-0.001678657213005879,0.05767479501064372,0.11154297798639164
794624,0.0027956875,6404,78.64%,977.84,1440.6508865356445,-0.44433959245216104,0.18222582369398352,-0.0022211698245480733,0.07039156060086497,0.11405543291766662
802816,0.0040272647,6412,79.46%,977.84,1459.1703870296478,-0.45029589312616736,0.17527108911104602,-0.0005109185908090101,0.06321336359651468,0.11256864410534036
811008,0.0037172173,6420,80.28%,977.84,1475.649382352829,-0.45951646284665915,0.17107090351277723,-0.0028391913336738676,0.057783673665198876,0.11612642118125223
819200,0.0044908122,6429,81.1%,963.06,1493.5132369995117,-0.4661912615178153,0.17853043493846432,-0.0018395287087076572,0.05910796523567115,0.12126199841150083
827392,0.0033472745,6437,81.92%,950.62,1509.7223975658417,-0.4628522731596604,0.18751150384564164,-0.0008464782267336629,0.06577071654992324,0.12258726552245207
835584,0.003407443,6445,82.74%,948.54,1525.9903206825256,-0.4714549275347963,0.17363271491081583,-0.0022552590952206724,0.058236305660830115,0.11765166834520642
843776,0.0042798996,6454,83.56%,940.4,1542.7664589881897,-0.4731223455630243,0.18515913464208758,-0.0014467602386346156,0.05988905897329459,0.1267168359074276
851968,0.0030877937,6463,84.38%,940.16,1559.4096097946167,-0.474581913347356,0.18127180534363893,-0.0022221917311265643,0.0646555409006396,0.11883845617412589
860160,0.0031332873,6471,85.2%,940.16,1575.6887986660004,-0.47613460591528567,0.18767382125338505,-0.002643631032104663,0.06590216808817786,0.12441528419731185
868352,0.0031355,6479,86.02%,957.24,1592.092852115631,-0.48757271145004777,0.1762374156237334,-0.0020804374926350925,0.05935427183057982,0.11896358128578868
876544,0.0038574992,6489,86.84%,957.46,1608.3588106632233,-0.48886813966091724,0.1884932919423748,-0.0009551831367231846,0.060981021877796596,0.1284674532013014
884736,0.0037954219,6497,87.65%,968.1,1625.2773849964142,-0.4808825808111578,0.19768979012069784,-0.00015003361204041473,0.07346463487565416,0.12437518885708414
892928,0.0036161193,6505,88.47%,983.04,1641.6773700714111,-0.47698357454501095,0.18222785389880553,-0.00048422197891998507,0.06111246608293186,0.12159960979479364
901120,0.0045312201,6514,89.29%,983.04,1658.0633597373962,-0.47481357655487955,0.18494517752487372,-0.0025993797879935382,0.059533027408542695,0.12801152990432457
909312,0.0042084423,6522,90.11%,983.04,1677.8553676605225,-0.4665443566860631,0.19138313538499832,-0.0020985895819339018,0.06972053403887912,0.12376119092805311
917504,0.0040812841,6532,90.93%,949.46,1695.0205690860748,-0.4691767934942618,0.1816834614165369,-0.0020356602278529166,0.06225725820695516,0.12146186343743466
925696,0.0047643728,6543,91.75%,893.76,1711.2750091552734,-0.4700500388396904,0.19608827928618738,-0.00209258397485359,0.07555386201693182,0.12262700124410912
933888,0.0036472475,6551,92.57%,886.66,1728.347063779831,-0.47250815576408056,0.18976016900120976,-0.0018569960899467379,0.06606868692761055,0.12554847816354595
942080,0.003459538,6560,93.39%,886.66,1745.4492404460907,-0.4617340103723109,0.18222830791336603,-0.001399422699167922,0.06087266172271484,0.12275506888981909
950272,0.0031988947,6568,94.21%,886.66,1761.9820971488953,-0.452834067796357,0.18219818636588733,-0.0008005637921162139,0.06591325358313042,0.1170854965748731
958464,0.0028678481,6576,95.03%,899.14,1778.4037935733795,-0.45023807634133844,0.18337878314551428,-0.00036595095843356426,0.06310388419979063,0.12064084990415722
966656,0.0026959766,6584,95.85%,930.06,1795.316413640976,-0.4514731229050085,0.17730635964675553,-0.001342668382821033,0.06529077265568048,0.1133582553738961
974848,0.0030801334,6592,96.67%,971.52,1811.9882354736328,-0.44178531516809016,0.17960985662110862,-0.001258122054342383,0.06346089266990021,0.1174070860055508
983040,0.0024403752,6600,97.48%,991.24,1828.0229668617249,-0.42429254970047625,0.17231861081777425,-0.0009088856847938647,0.06080670152941821,0.1124207949731499
991232,0.0022487466,6609,98.3%,991.24,1844.8422141075134,-0.40867462086025624,0.174285697816624,-0.0015278137476958922,0.06469783648526573,0.1111156750790542
999424,0.0019151031,6619,99.12%,991.24,1861.6848757266998,-0.39557419349439443,0.17731560278672526,-0.0016592541305591,0.069888126321257,0.10908673059602733
1007616,0.0017448337,6627,99.94%,991.24,1877.6971249580383,-0.3870323998853564,0.18285373352736062,-8.042872116485701e-06,0.08262388893035677,0.10023788746912032
