num_episodes,ep_rew_mean,total_time,total timesteps,mean_int_reward,intrinsic_loss,total_loss,entropy_loss,value_loss,policy_gradient_loss
752,247.3072857,1571.094070672989,753664,2.181761e-17,6.676404956024174e-07,1.5888989598789325,-0.8861198980361223,1.5896133493632079,-0.0007147233045230496
760,244.79450476000002,1587.3198652267456,761856,1.9167029e-17,6.745086393894483e-07,1.5337985819374302,-0.880307637155056,1.5340048426180146,-0.00020659793490427516
768,241.96646674,1603.8692197799683,770048,1.492067e-17,6.038778899680742e-07,1.5378208493357217,-0.8738354680594057,1.5373164756863844,0.0005040717103923855
776,239.86269300000004,1621.1609890460968,778240,2.9930094e-17,6.564779247403286e-07,1.514261615853408,-0.8694861388765276,1.5142037743062247,5.7513308220840916e-05
784,240.57731592,1638.299111366272,786432,2.4378012e-17,4.412017269278534e-07,1.5348377849975807,-0.8727608957793563,1.5342201046325499,0.0006174597641673723
792,242.93306956,1655.5514481067657,794624,1.025114e-16,5.762598752706571e-07,1.5213795652363586,-0.861405182024464,1.520219238792197,0.001160038314224095
800,244.06852117999998,1672.496960401535,802816,1.821984e-17,6.374941293657566e-07,1.5641032798650183,-0.8684710559435189,1.5648221914714668,-0.0007192303535131151
808,246.73475204,1689.2608861923218,811008,1.6488054e-17,5.30129910930599e-07,1.7031253422045054,-0.8624890623614192,1.7037159745203099,-0.000590897380760056
816,250.9532161,1706.4686360359192,819200,5.6596095e-17,4.867958348475643e-07,1.6384451897465908,-0.83460104749538,1.638693502530805,-0.00024855618213142597
824,255.86819572000002,1723.5017244815826,827392,1.7627761e-17,6.86275741189346e-07,1.6558738500238288,-0.8102383413817733,1.6562775344209513,-0.0004040275349932273
832,260.06702764000005,1740.5415325164795,835584,8.373114e-17,6.897751497508819e-07,1.7278103536125742,-0.7890492912381888,1.7286761645431397,-0.0008661558181405129
840,263.23793432,1757.8459317684174,843776,6.467952e-17,5.543213468295338e-07,1.6842264137746212,-0.7633431504480541,1.6845549233898054,-0.00032878677585749123
848,267.3416053,1774.6925568580627,851968,4.5613234e-17,3.489965767225489e-07,1.7174769893600783,-0.7400867967400699,1.7170656307484022,0.0004111841133875539
860,271.42260280000005,1791.6825423240662,860160,9.505192e-18,5.083941656117142e-07,1.596183671798293,-0.7418203359935432,1.5968478709168266,-0.0006644533156166355
868,273.2888398,1808.871720790863,868352,1.8508798e-17,3.855555430198887e-07,2.09795728288223,-0.7628103059716522,2.0995471304602686,-0.0015900403558102051
876,273.73020386,1826.4020764827728,876544,1.7070705e-17,4.89920261204091e-07,1.6240366133303177,-0.774852553056553,1.6248020082508448,-0.0007656398806573841
884,272.72157082,1843.8642535209656,884736,1.5651394e-17,3.0742946942885487e-07,1.8067148208149413,-0.7742111422587186,1.8079814968368737,-0.0012668297366672052
892,272.41536522,1861.1696910858154,892928,1.148532e-17,4.911663812029455e-07,1.8444089109302486,-0.7906462484970689,1.8446327266952722,-0.00022406134821426846
900,270.55463858,1878.1322984695435,901120,7.103223e-18,4.247598266560182e-07,1.8074911809410108,-0.767357972683385,1.808147650177125,-0.0006566816160274902
908,270.59330948,1895.368831396103,909312,6.288275e-18,3.489797072778189e-07,1.855385114321707,-0.7379316231701523,1.8564601792313624,-0.0010752393995090577
916,270.60901888,1912.7873322963715,917504,6.547758e-17,2.6490623114966415e-07,1.8668283154752374,-0.7271290483884514,1.8678024017397548,-0.0009742187176331491
924,272.20647408,1930.2646327018738,925696,1.6563544e-16,3.571755600305371e-07,1.8085119415534443,-0.719875085586682,1.809129992457747,-0.0006182294920828257
932,273.78003186,1946.984367609024,933888,7.105269e-18,3.735681237751476e-07,1.856754324973518,-0.7044597973115743,1.857321938907262,-0.0005678007178054558
940,275.26275284,1964.123818397522,942080,5.725985e-18,3.529428921261735e-07,1.9125150796176371,-0.697844764823094,1.9116336164443055,0.0008812867018854699
948,277.2686062,1981.6042940616608,950272,2.837652e-17,3.056840688214768e-07,1.9571320265079755,-0.6827768424060195,1.9569304139498853,0.0002014597160558536
956,278.40743936,1999.4165699481964,958464,6.553052e-18,2.576079340614601e-07,1.8568820762625524,-0.6689916491974145,1.858265811568708,-0.0013838641101227831
964,279.02304926000005,2016.6449501514435,966656,2.0736336e-17,3.6667841488285944e-07,1.897464352752855,-0.6671986021567136,1.8973945877689402,6.958164470737432e-05
972,279.22784344,2033.9454216957092,974848,2.025148e-17,3.005414631537806e-07,1.9592601674344476,-0.6632106134667992,1.9589420257892924,0.00031799137442346467
980,279.53367084,2050.644487142563,983040,2.442879e-17,1.239338234683418e-07,1.8649530841952724,-0.6496403946541249,1.865027443211875,-7.442098351441166e-05
988,280.9974134,2067.581619501114,991232,5.8947173e-18,2.8255415242817163e-07,1.9340925107929035,-0.63202820350416,1.9337848883034894,0.00030748121233789745
996,281.78930408,2084.7567784786224,999424,1.996094e-17,2.2539080214850627e-07,1.9811335542454933,-0.6117388173472136,1.981685412180377,-0.0005519706302846214
1004,281.83482188,2101.695449590683,1007616,5.282172e-18,2.0428939740066431e-07,1.9144028513142282,-0.6050225767772645,1.9147334772715112,-0.0003307281019820299
