total_time,novelty,iteration,n_koeff,reward
1194.240622,0.661614015,588,4.95,283.7265107
1196.587876,1.676102734,589,4.95,283.5869717
1198.484715,0.992960945,590,4.95,283.5508178
1200.273414,1.60911923,591,5,283.5894079
1202.038444,1.152540921,592,5,283.671816
1203.79411,1.505929829,593,5,283.6718424
1205.524922,0.584562011,594,5,283.705991
1207.833881,0.950327843,595,5,283.6816094
1210.132241,0.854163813,596,5,283.7182821
1212.384741,0.800726535,597,5,283.7769154
1214.224745,1.730615908,598,5,283.7501821
1215.98834,0.916279652,599,5,283.7340271
1217.773881,0.446829134,600,5,283.6333281
1219.552841,1.390686306,601,5,283.5603443
1221.329618,1.155186166,602,5,283.6096104
1223.449618,1.402193338,603,5,283.6831911
1225.748582,1.458226443,604,5,283.5886659
1227.96806,0.520235276,605,5,283.6000681
1229.941714,1.360499509,606,5,283.631141
1231.724916,0.872536229,607,5,283.7233766
1233.498383,1.069037929,608,5,283.6876287
1235.263397,1.623815891,609,5,283.6857867
1237.024954,0.965845121,610,5,283.6694373
1238.982668,1.023448862,611,5,283.6088314
1241.382883,1.114663309,612,5,283.5277937
1243.583876,1.529249986,613,5,283.5375998
1245.585423,1.47560258,614,5,283.668856
1247.311103,0.947845695,615,5,283.5541643
1249.02418,1.050520808,616,5,283.4944686
1250.775149,0.515101717,617,5,283.4155837
1252.484052,1.603762346,618,5,283.3021188
1254.301423,1.05268916,619,5,283.2768778
1256.640939,1.168328777,620,5,283.1776145
1259.002494,1.107203335,621,5,283.2622963
1261.301967,0.843575741,622,5,283.1302081
1263.003486,0.452651193,623,5,283.1220142
1264.766499,0.830945876,624,5,283.0871937
1266.572068,1.326514154,625,5,282.9828849
1268.284738,1.073690842,626,5,282.9993467
1270.114843,0.825191702,627,5,283.2119085
1272.495482,1.474799513,628,5,283.2121281
1274.794706,1.615709441,629,5,283.2007671
1277.040469,1.225880056,630,5,283.1725764
1278.758841,0.603782472,631,5,282.9682445
1280.507417,0.530460603,632,5,282.7419045
1282.243597,1.072894677,633,5,282.6399346
1283.964172,1.664892584,634,5,282.6475779
1285.756201,1.012252528,635,5,282.7398532
1288.096968,1.017623761,636,5,282.677057
1290.445809,1.067607411,637,5,282.6744258
1292.764156,1.686333617,638,5,282.7340146
1294.495398,0.481304591,639,5,282.7312688
1296.301542,1.727253519,640,5,282.7446877
1298.028255,1.061875354,641,5,282.7309872
1299.815496,1.05593849,642,5,282.7793879
1301.627027,1.185722302,643,5,282.9458128
1304.054777,0.901117386,644,5,282.8434114
1306.43451,1.590172707,645,5,282.9889299
1308.62801,1.183132096,646,5,282.8765182
1310.437817,0.889622297,647,5,282.8491416
1312.224458,0.775302,648,5,282.9473577
1313.949076,0.365287459,649,5,282.928996
1315.704235,1.182927988,650,5,282.9653713
1317.426046,1.922975176,651,5,282.9806126
1319.812671,0.418573131,652,5,283.0196367
1322.15695,0.492327576,653,5,282.9762169
1324.435796,0.991647273,654,5,283.0781722
1326.258528,1.633535174,655,5,282.9731647
1327.996618,0.560092053,656,5,283.0412634
1329.764163,1.348549271,657,5,283.0093158
1331.501417,1.015347906,658,5,282.9278631
1333.240716,1.083931499,659,5,282.9390716
1335.363334,1.501640145,660,5,282.941755
1337.773022,1.224654574,661,5,282.9447772
1340.141961,1.042247873,662,5,282.9707404
1342.042255,0.55125821,663,5,283.0681012
1343.831107,1.266157117,664,5,283.1705898
1345.625849,0.859822279,665,5,283.1695294
1347.375658,1.058415459,666,5,283.134841
1349.108891,1.550676955,667,5,283.1554076
1351.109412,1.001506416,668,5,283.1469139
1353.451927,1.009687265,669,5,283.0954175
1355.695328,1.470221258,670,5,283.1064034
1357.720302,1.188780579,671,5,283.1825886
1359.472042,1.1846975,672,5,283.3111746
1361.267696,0.400197304,673,5,283.326413
1363.124254,1.578827882,674,5,283.3890043
1364.97568,0.704119691,675,5,283.3394873
1366.974735,1.572318718,676,5,283.526817
1369.487878,1.681259399,677,5,283.3411924
1371.800756,1.03705913,678,5,283.1253177
1373.756353,0.946269864,679,5,283.3391869
1375.856893,1.161066919,680,5,283.3815821
