num_episodes,ep_rew_mean,total timesteps,total_time,value_loss,policy_gradient_loss,entropy_loss,total_loss
1696,-14.37561874,84992,60.24088096618652,0.007628561856108718,0.0019575247059709948,0.1618235306814313,0.009586086562079712
1720,-14.026533760000001,86016,61.00281643867493,0.0061869843702879734,0.003483099097348089,0.1748970253393054,0.009670083467636063
1740,-13.78157008,87040,61.87651610374451,0.008486454920785036,-0.0005561198012789514,0.19345472939312458,0.007930335119506084
1760,-13.948037919999999,88064,62.71993279457092,0.005692526057828218,-0.0003780581181290286,0.20613907743245363,0.00531446793969919
1780,-13.653456560000002,89088,63.53493022918701,0.00809004624170484,0.0011254120907153845,0.2156292973086238,0.009215458332420226
1800,-12.937838340000003,90112,64.32710790634155,0.008199063282518182,0.0023309023468075785,0.2206820249557495,0.01052996562932576
1820,-13.26571364,91136,65.03813481330872,0.012042461836244911,0.002687306972707627,0.23171613551676273,0.014729768808952538
1840,-12.32424562,92160,65.74329113960266,0.005670891510817455,0.004336026312350293,0.2438119389116764,0.010006917823167748
1860,-12.508349659999999,93184,66.44588899612427,0.009151534126431216,0.005588534706292374,0.2585493326187134,0.01474006883272359
1884,-12.53483616,94208,67.17853355407715,0.008637735256343149,0.005291948936521233,0.27216958440840244,0.013929684192864382
1904,-12.79946844,95232,67.95809721946716,0.005175404752662871,0.004244498885978656,0.2790210535749793,0.009419903638641527
1924,-12.671107879999997,96256,68.74725341796875,0.004450444332178449,0.0057732284740410625,0.2871972257271409,0.010223672806219513
1944,-12.78366206,97280,69.59668159484863,0.005700433128367877,-8.8716215774503e-05,0.30581969022750854,0.005611716912593374
1964,-12.94035094,98304,70.40213799476624,0.005743584788433509,-0.001485930439524919,0.32435955479741096,0.00425765434890859
1984,-12.70434564,99328,71.14477849006653,0.005220300179644255,0.0037408216617654502,0.32813959941267967,0.008961121841409705
2004,-12.733784380000001,100352,71.9156744480133,0.0076079485879745334,0.0059290854332890545,0.32042880542576313,0.013537034021263588
2024,-12.14109716,101376,72.61829471588135,0.006638379523792537,0.0018552581309735552,0.3173206765204668,0.008493637654766092
2048,-12.1814756,102400,73.25952053070068,0.010790396481752396,0.0036492869973794514,0.32310181576758623,0.014439683479131847
2068,-12.460551,103424,73.98100471496582,0.012871053942944854,0.001736041306576023,0.32628930918872356,0.014607095249520877
2088,-12.114600099999997,104448,74.78443932533264,0.012971636409929488,0.0028509536050568287,0.33348475862294436,0.015822590014986315
2108,-11.29738446,105472,75.5070686340332,0.01161406284518307,0.00037554941481667556,0.3455472649075091,0.011989612259999748
2128,-10.960434020000001,106496,76.25443863868713,0.014862648269627243,0.00791059968609738,0.34876388870179653,0.02277324795572462
2148,-10.673108200000001,107520,77.04727864265442,0.009620954508136492,-0.0028004273651850283,0.3539456930011511,0.006820527142951464
2168,-10.6253595,108544,77.84292984008789,0.007398415480565745,0.004962899041775195,0.3607551986351609,0.01236131452234094
2188,-10.423793479999999,109568,78.68857598304749,0.011145834600029048,-0.0017144243991451787,0.3680487950332463,0.00943141020088387
2208,-10.93562056,110592,79.5470495223999,0.009478165826294571,0.004837295978624851,0.38621750520542264,0.01431546180491942
2232,-11.0769683,111616,80.2829327583313,0.01956126194272656,0.004898766224923324,0.3938792012631893,0.024460028167649885
2252,-11.09110424,112640,81.04287505149841,0.019562661123927683,0.005675378577822993,0.3972430652938783,0.025238039701750672
2272,-11.300591500000001,113664,81.78893160820007,0.01713824960461352,0.006765873855434189,0.4073533830232918,0.02390412346004771
2292,-12.02567906,114688,82.57199263572693,0.012744590923830401,0.005580429000397619,0.4280755762010813,0.01832501992422802
2312,-11.64794062,115712,83.31462955474854,0.012687177666521166,0.005936586281356566,0.44190582912415266,0.01862376394787773
2332,-11.91710898,116736,84.08381819725037,0.012443777843145654,0.011395073518672034,0.4473519236780703,0.023838851361817688
2352,-11.492989540000002,117760,84.82648229598999,0.0072499625421187375,0.009231672438815296,0.45466332510113716,0.016481634980934034
2372,-11.02370706,118784,85.57057690620422,0.012787732426659204,0.004164961782150583,0.4667409979738295,0.016952694208809786
2396,-11.47878104,119808,86.33659863471985,0.008681254272232763,0.0060808652488814115,0.47452494176104665,0.014762119521114177
2416,-11.20818742,120832,87.05617022514343,0.009903936326736584,-0.001342455779468218,0.47517028264701366,0.008561480547268368
2436,-11.346769860000002,121856,87.7922043800354,0.006727411404426675,0.009701764490693666,0.4735788516700268,0.01642917589512034
2456,-12.097006479999997,122880,88.53493571281433,0.007186712784459814,0.003215731253943437,0.472843493334949,0.01040244403840325
2476,-12.40895578,123904,89.22322726249695,0.009029019929585047,0.0033790938936198445,0.4754684045910835,0.012408113823204892
2496,-11.520332020000001,124928,89.96063423156738,0.009936700596881565,0.005144818438402374,0.47629672195762396,0.015081519035283939
2516,-10.878664519999997,125952,90.6710877418518,0.010830356448423117,-0.0028281523939041,0.4742441587150097,0.008002204054519017
2536,-10.82166334,126976,91.47185754776001,0.011371018379577436,0.004007742780139911,0.47722590202465653,0.015378761159717348
2560,-10.777476759999999,128000,92.33100986480713,0.00973131552018458,0.0027454114529300248,0.4869186473079026,0.012476726973114605
2580,-10.777327480000002,129024,93.18942046165466,0.006772701832232997,0.003068794511073143,0.4919037530198693,0.009841496343306139
2600,-10.857211920000003,130048,94.07972455024719,0.010047262716398109,0.001659801364005695,0.4910647398792207,0.011707064080403805
2620,-10.308165859999999,131072,94.93305230140686,0.008154547933372669,0.002993689854296465,0.4868476646952331,0.011148237787669133
2640,-10.0880032,132096,95.9461977481842,0.007401370723528089,0.002691702341533127,0.48586290003731847,0.010093073065061218
2660,-10.187251060000001,133120,96.85760068893433,0.00855379355198238,0.0016376148876441966,0.4873724444769323,0.010191408439626577
2680,-9.9594009,134144,97.73538255691528,0.009377080357808154,0.005282683367590096,0.4919034009799361,0.01465976372539825
2680,-9.9594009,134144,98.177481174469,0.010327149931981694,-0.0015704113280266578,0.498865763656795,0.008756738603955035
