total timesteps,mean_int_reward,ep_rew_mean,num_episodes,total_time,entropy_loss,policy_gradient_loss,total_loss,value_loss,intrinsic_loss
335872,1.7960487e-14,548.49843776,21681,722.3244712352753,0.4710765600204468,0.005653764467526659,0.8425555615313968,0.836896336846985,1.0920433770489346e-05
344064,9.86838e-15,617.72947446,21808,740.7449820041656,0.48546152492053807,0.008114461715327,1.0255988190838905,1.0174730606842786,2.2593368569578942e-05
352256,6.2594104e-15,750.91019866,21913,758.8501024246216,0.5114489312749356,0.00119136909260593,0.8379896331068484,0.836790777137503,1.4973753478608742e-05
360448,3.286726e-15,874.84084158,22007,776.7354853153229,0.5387280729599297,0.01067249851045905,0.8928945944594204,0.8822204742114991,3.2434749248855256e-06
368640,2.6425725e-15,803.3207891999998,22097,794.6873717308044,0.5545970645733178,0.007222814241050915,0.9162164885623028,0.9089821590110659,2.3030620371999876e-05
376832,1.1970125e-15,907.5532142800002,22173,813.8400778770447,0.5677865410223604,0.006118101345050095,0.8399528887832679,0.8338313512504101,6.872375615596393e-06
385024,1.0464101e-15,1554.36966396,22223,831.5592634677887,0.5656677566934377,0.0003974629845661817,1.1297872236693358,1.1293862349819392,7.0514056607740015e-06
393216,5.6130486e-16,1516.6939214800002,22273,849.2984933853149,0.5844927521888167,0.003838279442786829,1.0969587082588546,1.093115066131577,1.0725368982100746e-05
401408,2.8174645e-16,1540.05106824,22315,868.0280289649963,0.5952512886375189,0.010733759093337254,1.355765357570771,1.3450286234728992,5.950009069399797e-06
409600,1.913828e-16,2107.2671344600003,22350,886.1692380905151,0.6191456998698414,0.002926816321995828,1.3129955168635263,1.3100648285355418,7.744011977273146e-06
417792,3.4358234e-16,1738.2293369399997,22396,905.2257404327393,0.6433350863866508,0.0071746449899540155,1.2830730510816857,1.275892093218863,1.262574573733799e-05
425984,7.060931e-16,2140.1583160399996,22425,923.7306129932404,0.6598912566900254,0.0013701347793434395,1.5330720836532843,1.5317016150802374,6.675874070161125e-07
434176,8.72838e-17,2862.4459137000003,22441,941.983491897583,0.6959355435334146,0.007976082262339665,1.1092906582643187,1.1013044654857367,2.0221032484746272e-05
442368,4.184006e-17,3921.29781512,22458,959.4477558135986,0.7197044128552079,0.003636057251864414,1.1935806649657692,1.189940762007609,7.69141259177597e-06
450560,2.9897557e-17,4311.40995484,22476,977.8411147594452,0.7420046808198094,0.003569438320770328,1.2059251365112504,1.2023517357418314,7.924897297367783e-06
458752,1.0447417e-16,4659.8999393799995,22489,996.102719783783,0.7644994125701488,0.008394773344429687,0.8545009560679837,0.8461017213063314,8.9228344450909e-06
466944,3.1920352e-16,5021.5479440399995,22502,1013.8709781169891,0.792117674741894,0.004549427067091995,0.9473470874952369,0.9427962272195145,2.8664172607273384e-06
475136,1.4549065e-17,5148.0699063,22517,1032.0755286216736,0.8151687357574702,0.004739367189714258,1.1238659848484214,1.119125299982261,2.635352892443876e-06
483328,3.4830825e-17,5485.508221860001,22531,1049.4467980861664,0.8410707402974367,0.008442698545747099,1.2992480483341815,1.2908025116310455,5.6763147777527665e-06
491520,5.458153e-16,6084.935508800001,22540,1067.2845976352692,0.8656855841167271,0.005470663058363729,1.34683623129518,1.3413651849492454,7.665751422358813e-07
499712,2.3691284e-18,6096.618973739999,22550,1085.2903397083282,0.8816760632209479,0.005003436640314703,1.0586899235661371,1.053686060057953,8.537357391091849e-07
507904,5.716108e-16,6758.680514440001,22558,1103.3086330890656,0.8960010983981193,0.013651781395956025,1.0196891827218857,1.006036154855974,2.492939911354075e-06
516096,8.035705e-17,7446.17547466,22568,1121.454339981079,0.9076154596172273,0.009627682846278861,1.0509248828337008,1.0412971564539475,8.706694877569365e-08
524288,1.6308884e-16,8020.57097146,22578,1139.3348271846771,0.9076674389652908,0.009017986444528184,1.2646822714619588,1.2556638465088326,8.770171960978401e-07
532480,3.1834627e-16,8006.48897306,22587,1157.195942401886,0.9176993914879858,0.008011163588546496,1.3137743791716896,1.3057624493783806,1.5324095250630888e-06
540672,5.031576e-18,8206.42852988,22597,1175.2537698745728,0.8982803193852306,0.009468322607407912,1.116223818083944,1.1067554743989603,4.215515158403904e-08
548864,3.0476825e-16,7765.87317746,22609,1192.9888672828674,0.8945905567146838,0.005176284879920641,1.2720567284227324,1.2668802691128804,3.488598627331141e-07
557056,3.1448993e-17,7810.47148202,22617,1210.8267705440521,0.9216718898154795,0.007802865440414014,1.4699324278630839,1.4621284699940589,2.1848572219783368e-06
565248,6.0152447e-16,7814.491676660001,22626,1228.4955151081085,0.9250122396275401,0.008537306171000994,1.1058261053474516,1.0972882159461732,1.1664605542111018e-06
573440,1.5628042e-15,7621.652392139999,22637,1246.4008491039276,0.9357747997157275,0.00988238227051399,1.3057153480054868,1.2958326000574742,7.313549966823929e-07
581632,2.9241275e-18,7799.80667572,22646,1264.1124713420868,0.9241361724212765,0.010433760866968494,1.3668218106254948,1.3563863817515085,3.3360140357097112e-06
589824,2.9106847e-16,7750.774452899999,22655,1281.821738243103,0.9184825045987963,0.007670738965579145,1.293527847694954,1.285857089597266,3.826421751604303e-08
598016,2.1470627e-18,7870.932182639999,22665,1299.7685112953186,0.9016879822127521,0.008338807525676168,1.3847707739821125,1.3764319178531879,9.720649721822738e-08
606208,1.4881297e-16,7679.7370189,22674,1317.4030389785767,0.8882163563743234,0.007642045882164697,1.4201028937750606,1.4124604053678922,8.850500074510798e-07
614400,1.1867443e-17,7351.415547399999,22688,1335.0148265361786,0.8792641738429665,0.008633588602057183,1.3260779056848575,1.3174422955111367,4.043143326938614e-06
622592,1.4257737e-17,7279.462809799999,22698,1353.3013324737549,0.8732993704266846,0.008010367682598097,1.6940360395502165,1.6860250846628333,1.1744095705125412e-06
630784,2.0991174e-17,6616.565396240001,22711,1371.2495121955872,0.8817501066252589,0.009770226055345336,1.5787049803650448,1.5689346520317486,2.0455590163774572e-07
638976,1.6288557e-16,6416.75442352,22725,1389.8045725822449,0.8849630853161216,0.00679343675723474,1.6824657723717877,1.675671485887142,1.69945482176026e-06
647168,1.4153346e-16,5977.99327286,22740,1407.5514254570007,0.8912974881008268,0.00984837046116405,1.9064015043058178,1.8965531204768922,2.6735522808823964e-08
655360,1.1733298e-16,5511.84626214,22753,1425.2517478466034,0.8959804807789624,0.01352291173658417,1.6911820771934014,1.6776584113948048,1.5081240251423045e-06
663552,1.4906891e-17,5121.700367219999,22767,1443.662157535553,0.9137315129861235,0.005940314481647371,1.9799770245787698,1.9740366941899992,3.181424688275536e-08
671744,5.989809e-17,4964.141375039999,22783,1461.7061784267426,0.9290058533661067,0.007261158863483881,1.7295194764398185,1.7222581409034319,3.5334580574114536e-07
679936,2.7159205e-17,4970.05779318,22799,1479.4448223114014,0.9549296178855002,0.008040991577016824,2.155370588312691,2.1473292457638307,7.01943686322315e-07
688128,2.0450627e-16,4589.7225229000005,22816,1497.317952632904,0.9764005163684487,0.010649161216125929,2.047042923861601,2.036393651983235,2.2132447991644877e-07
696320,8.9899825e-18,5100.701401,22829,1515.29194688797,0.9906987688038498,0.008240969887706437,1.9914794091451207,1.9832384016131983,7.528843229097359e-08
704512,2.245706e-18,5275.0519385200005,22839,1533.6532518863678,1.0040160458534957,0.007708271860164778,1.818564253612114,1.8108559258980677,1.1170776326712567e-07
712704,2.2375714e-17,5989.6162880599995,22848,1551.5310444831848,1.0183463675901294,0.01108497895933273,1.6004780896640312,1.589392972778296,2.758528047198255e-07
720896,1.6297337e-16,5697.386139860001,22869,1569.3287374973297,1.0309835143387318,0.006673236236988486,1.3292581185044594,1.322584867462865,2.9609211725165065e-08
729088,4.855334e-17,4495.420770040001,22892,1587.7241597175598,1.0212907990440727,0.01123128918080957,2.2569031461642206,2.245671684620902,3.447250182062739e-07
737280,2.0653402e-16,3748.39701018,22907,1605.6139423847198,1.0148529421538115,0.008075077335968194,1.909824251609455,1.9017490208381786,3.0687061672550474e-07
745472,5.213218e-16,4581.80213094,22915,1623.4257678985596,1.0372250037267805,0.005195389967755866,1.568883485085346,1.5636880910256878,8.183804630452694e-09
753664,8.0081095e-17,5447.9840426400015,22925,1641.0186631679535,1.064859083481133,0.0070674664215376855,1.3261590085490746,1.3190914805221836,1.232107064127845e-07
761856,2.769416e-18,6221.80952512,22937,1660.1973955631256,1.0730957629159092,0.004946849805852328,1.3839225436076734,1.3789755840727593,2.194581237978388e-07
770048,9.64479e-17,6423.509878059999,22954,1677.8367140293121,1.10094797257334,0.006790151612938067,1.5769124143929645,1.5701222360599787,5.3440095464443724e-08
778240,1.5643919e-18,5804.2720975,22968,1695.3498497009277,1.1160891246050597,0.010647238112913505,1.9035753838443257,1.892928080970887,1.295210497579552e-07
786432,1.5581464e-16,5196.40214194,22981,1714.1628513336182,1.1299012064933778,0.008464282263773201,1.7253971453324124,1.7169327729148791,1.803075206106841e-07
794624,2.3511824e-16,5196.840399459999,22993,1731.632429599762,1.159187555499375,0.01213123071410289,1.747129173665634,1.7349976002355105,6.854320410032421e-07
802816,2.3536266e-17,6062.78599166,23002,1749.6675419807434,1.1537212416529656,0.008762212184946916,1.5327783809914912,1.5240161654772237,6.65864119580098e-09
811008,1.158105e-16,6733.74297992,23014,1767.6981112957,1.1614355744794012,0.0036760770753373794,1.2811201040699165,1.2774440083914669,3.720622449325181e-08
819200,2.6014912e-16,6956.26079454,23027,1785.6956706047058,1.1817969426512718,0.0054512045072022345,1.6515621473401432,1.646110857342137,1.7098160729938154e-07
827392,7.4881016e-19,7521.82310888,23035,1803.7004158496857,1.1992678493261337,0.00707797030697698,1.7945202276742713,1.787442220072262,7.459006445128743e-08
835584,1.5384204e-16,8033.192322179999,23043,1821.5886919498444,1.197368174791336,0.01059842916006288,1.2651956997252216,1.2545972664171132,8.296091082680978e-09
843776,2.329106e-17,7687.451315479999,23054,1839.612538099289,1.1857087323442101,0.009348352777196062,1.212474562383508,1.203126206883462,5.445699592350819e-09
851968,2.6908824e-17,7344.5258794599995,23065,1858.528974533081,1.1730589032173158,0.01658896124861396,1.526068026636552,1.5094788327114657,4.653529452807413e-07
860160,6.924382e-17,7483.842646040001,23075,1876.5982794761658,1.1682654121890663,0.01203220370546698,1.464106310335875,1.4520740973122883,1.863623910907698e-08
868352,8.0373395e-16,7807.407374699999,23083,1894.7722318172455,1.1447835208848118,0.009954176534804505,1.873029165102602,1.86307492605265,1.250302956424328e-07
876544,5.5955896e-16,7274.234661779999,23094,1912.7417178153992,1.1394711390137673,0.0068631869463961544,1.2521219403768462,1.2452587531763128,5.08274516718794e-10
884736,2.9044e-17,7305.68865888,23105,1930.465835094452,1.1428895307704807,0.007252077942302737,1.4166673775100047,1.4094151892495574,2.2063628895238087e-07
892928,6.164263e-17,7831.90489098,23113,1948.3116919994354,1.1430259374901652,0.010563413748126565,1.9995015440951136,1.9889379987638676,2.6316623867065835e-07
901120,3.2552422e-17,7571.82816264,23125,1966.3457081317902,1.1420202599838376,0.01220979845875895,1.303868191478721,1.2916583926024032,8.351176118150637e-10
909312,9.0544924e-17,7165.36862752,23136,1984.2092084884644,1.1310979105532168,0.012765045412121895,1.8768025503668029,1.8640374640293884,8.185058447841148e-08
917504,4.632001e-17,7220.04896822,23147,2001.7659113407135,1.1152826948091388,0.009281336245662953,1.4550727931617975,1.4457914275088115,5.881464637492659e-08
925696,6.718062e-17,7496.81456814,23156,2019.907744884491,1.1218599008396268,0.009213587625134193,1.7068867777037924,1.6976731441158335,9.192564850938472e-08
933888,2.743735e-16,7292.610893639999,23165,2038.5703339576721,1.1105839101597668,0.012666395187089147,1.376052678452909,1.3633862465590938,7.34134524628914e-08
942080,7.3171523e-17,7516.5020354,23175,2056.4702401161194,1.0839460477232934,0.0029352125645484032,1.4907296759126025,1.4877944596402812,7.415545458721792e-09
950272,5.0050254e-17,6658.296086880001,23192,2074.872922182083,1.0875952001661062,0.008708308712374671,1.5669010450816034,1.5581924418045674,5.891293232392851e-07
958464,1.584871e-16,6025.44198462,23207,2092.9184205532074,1.089794783294201,0.011200415406363825,2.2639025588825397,2.2527021338872144,1.9177922590783712e-08
966656,3.216482e-16,6105.46455218,23215,2111.6608204841614,1.0959664737805723,0.007249943973697323,2.162552386662469,2.1553024384833406,8.410862774874476e-09
974848,1.4268702e-17,6252.7964378199995,23227,2129.9471316337585,1.0972611060366035,0.0073324244574935445,1.264832583355568,1.25750015367812,1.0439908518483209e-08
983040,4.2662366e-16,6568.50567694,23238,2147.826945066452,1.1017548499628902,0.0042153262796245285,1.852797566511768,1.8485822289658245,2.2532637858395465e-08
991232,6.8666e-17,5438.394695,23260,2165.573429584503,1.1096918951719998,0.005664492910939202,1.511690137182533,1.5060256320401095,2.4462968712703205e-08
999424,3.1754398e-17,4827.85463022,23275,2183.161421060562,1.130368859693408,0.01802513658163303,2.461958530331026,2.4439332991838456,1.891310950776371e-07
1007616,2.5726783e-16,4694.1741455,23287,2200.9675312042236,1.1378410188481212,0.007541175765872717,2.4401440628830926,2.4326028856099584,3.0145228173384353e-09
